,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2020/05/28 20:00:00+00,0.200000,12,0.900000,12.400000,36.800000,34.200000,0,,81.900000,23.400000,22.500000,,3.800000,21.400000,0.500000,,0.900000,0.300000,0.400000,0.200000,0.500000,0.200000,2.700000,0,0.500000,,0.100000,0.500000,0,0.300000,0,0,0,1.200000,1.100000,0.200000,0,0,11.300000,0.400000,3576
2020/05/28 21:00:00+00,0.200000,31.700000,0.700000,14.500000,22.200000,32.100000,0,,62.200000,22.100000,16,,4.300000,10.600000,0.700000,1.500000,0.600000,0,0.700000,0,0.400000,0.200000,2,0,0.700000,,0.100000,0.400000,0,0.100000,0,0,0,1.300000,2,0.100000,0,0,11.800000,0.100000,3577
2020/05/28 22:00:00+00,0.300000,7,0.800000,10.100000,13.100000,23.300000,0,,50.500000,26.900000,11.600000,,4.300000,17.700000,0.400000,1.200000,0.700000,0,1.600000,0,0.800000,0.100000,1,0,0.200000,,0.100000,0.300000,0,0,0.100000,0,0,1.500000,3.600000,0.100000,0.100000,0,14.400000,0.800000,3578
2020/05/28 23:00:00+00,0,5.800000,0.300000,9.800000,11.200000,20.700000,0,,53.900000,19,10.400000,,12.600000,4.500000,0.900000,1.100000,0.900000,0,1,0,0.400000,0,0.700000,0,0.500000,,0.100000,0.200000,0,0,0.100000,0,0,0.800000,2.900000,0.200000,0.300000,0,12.400000,0,3579
2020/05/29 00:00:00+00,0.100000,2.900000,0.100000,4.700000,13.700000,16,0,,42.500000,16.700000,6.600000,,5.400000,4.400000,0.400000,0.900000,0.800000,0,0.700000,0.200000,0.500000,0,0.100000,0,0.100000,,0.100000,0.400000,0,0,0,0,0,0.800000,2.100000,0.200000,0,0,12.500000,0.300000,3580
2020/05/29 01:00:00+00,0.100000,1.900000,0.600000,3.200000,12.500000,12.200000,0,,24.300000,15.900000,6,,3.800000,4.900000,0.400000,0.800000,0.700000,0.400000,0.700000,0,0.500000,0.100000,0,0,0.100000,,0,0.300000,0,0,0,0,0,0.900000,1.700000,0.100000,0,0,8.300000,0.300000,3581
2020/05/29 02:00:00+00,0,2,0.100000,2.400000,15.400000,16.600000,0.200000,,33,11.800000,5.800000,,4.400000,2.100000,0.500000,0.900000,0.800000,0,0.400000,0,0.200000,0.100000,0.200000,0,0.200000,,0.100000,0.200000,0,0,0.100000,0,0,0.900000,2.200000,0.100000,0,0,7.400000,0.300000,3582
2020/05/29 03:00:00+00,0.200000,5.800000,0.100000,2.900000,26.700000,36.200000,0,,39.900000,24,11.100000,,3.800000,3.100000,0.400000,0.800000,0.600000,1.100000,1.400000,0,0.600000,0.100000,0.100000,0,0.400000,,0.100000,0.300000,0,0,0,0,0,1,1.100000,0.100000,0,0,10,0.100000,3583
2020/05/29 04:00:00+00,0.100000,15.200000,2,3.600000,68.400000,66.500000,0,,94.500000,33.300000,30,,4.200000,10.900000,0.500000,1,0.500000,0.800000,1.100000,0,0.500000,0.200000,0.300000,0,0.500000,,0.100000,0.500000,0,0,0.100000,0,0,0.800000,0.900000,0.100000,0.700000,0,15.800000,0.200000,3584
2020/05/29 05:00:00+00,0.800000,20.600000,2.500000,11,79.900000,133.900000,0.500000,0,152.500000,75.500000,73,,1.600000,27.700000,2.400000,4,1.100000,0.600000,1.700000,0.900000,0.900000,0.500000,2.400000,0.100000,0.500000,,0.400000,1.100000,0,2.800000,0,0,0.300000,2.100000,2.900000,1,0.200000,0.200000,23.800000,1.300000,3585
2020/05/29 06:00:00+00,3.200000,32.300000,9,43,94.400000,128.400000,2.200000,3.500000,180.800000,81.700000,72.900000,,24.500000,67.600000,4.800000,8.500000,2.400000,11.700000,2.700000,4,2.600000,2,5.600000,0.700000,1.700000,,2.200000,3.300000,1.600000,7,0.200000,0.200000,2.200000,4.600000,22,2.400000,3.500000,2.200000,45.600000,4.800000,3586
2020/05/29 07:00:00+00,4.100000,65,4.800000,45.700000,82.500000,83.800000,2,1.100000,142.600000,57.500000,74.900000,,21.300000,82.600000,5.300000,19.100000,4,6.800000,3.200000,6.300000,6.300000,2.800000,8.300000,1.300000,3.300000,,2.600000,3.100000,2.800000,4.700000,0.400000,1.200000,3.800000,2.900000,32.200000,4.400000,3.700000,2.700000,37.900000,,3587
2020/05/29 08:00:00+00,4.200000,55.400000,5.200000,41.700000,69.500000,80.800000,5.900000,1.400000,137.700000,54.300000,68.600000,,30.200000,54,4.900000,15.200000,5.200000,5.800000,1.900000,5.700000,3.800000,2.400000,4.200000,0.800000,3,,7.100000,3.600000,3.700000,5.500000,0.700000,1.800000,3.700000,2.300000,42.500000,3,2.600000,3.700000,41.500000,4.800000,3588
2020/05/29 09:00:00+00,4,42.100000,4,40.400000,66.200000,75.600000,1.300000,0.900000,158.800000,65.100000,66.100000,,24.500000,57,3.600000,13.100000,4.200000,7.600000,2.300000,4.600000,2.600000,1.400000,4.500000,0.500000,3.200000,,3.800000,3.400000,2.200000,4.600000,0.600000,1.300000,2.700000,2.500000,15.100000,4.500000,2.300000,6.400000,32.600000,4.600000,3589
2020/05/29 10:00:00+00,2.600000,27.800000,3.200000,33.100000,44.300000,62.700000,0.600000,0,135,55.100000,60.100000,,29.200000,58.800000,2,9.300000,2.900000,4.900000,1.600000,3.600000,1.900000,1.100000,7.600000,0.500000,1.400000,,2,1.800000,1.100000,3.400000,0.200000,0.800000,1.800000,2.400000,17.500000,4,1.200000,2.600000,23.800000,3.900000,3590
2020/05/29 11:00:00+00,1.300000,30.500000,2.800000,34.700000,43.400000,60.600000,0.400000,0,122.800000,54.300000,61.200000,,23.300000,47.200000,1.600000,6.100000,1.300000,3.900000,0.800000,2.100000,1.400000,0.600000,4.800000,0.200000,0.900000,,0.600000,1.300000,0.200000,1.500000,0.100000,0.200000,1.300000,1.400000,10.700000,1.700000,1.300000,1.500000,30.200000,1.900000,3591
2020/05/29 12:00:00+00,1.100000,30.300000,2,28.800000,43,59.800000,0.500000,,108.900000,59.900000,38.900000,,15.900000,41,1,4.600000,1.100000,2.700000,1.100000,2.300000,1.300000,0.500000,3.800000,0.200000,0.900000,,0.600000,1.200000,0.100000,2.100000,0.100000,0,1.200000,2.100000,10.700000,1.500000,1.600000,0.800000,25,1.400000,3592
2020/05/29 13:00:00+00,1,16.800000,2.300000,29.400000,52.400000,74.800000,0.200000,,114,44.700000,49.700000,,19.200000,32.500000,2.700000,6,1.500000,2.200000,1.100000,2.400000,3.600000,0.400000,6.800000,0.200000,2.600000,,,1.200000,0,1.500000,0,0.100000,1.300000,1.800000,11.800000,0.900000,0.400000,0.200000,29.300000,1.400000,3593
2020/05/29 14:00:00+00,0.800000,28.100000,1.800000,30.500000,46.500000,73,0.100000,0.800000,115.400000,41.700000,35.300000,,15.100000,41,1,5.100000,1,2.200000,0.600000,2,9.900000,0.600000,4.200000,0,1,,0.400000,1.400000,0.100000,1.800000,0,0,1.200000,1.800000,12.600000,0.800000,1.100000,0.700000,37.100000,1.300000,3594
2020/05/29 15:00:00+00,0.900000,29.300000,2.300000,35.900000,65.300000,77.100000,1.600000,0.200000,103.900000,56.900000,40.400000,,10.800000,45.700000,1.200000,3.700000,1.400000,1.900000,0.800000,2.500000,3.600000,0.500000,9.500000,0,1.300000,,0.300000,2,0,2.600000,0.200000,0,1.200000,1.600000,10.300000,0.700000,1.600000,0.500000,59.200000,1.400000,3595
2020/05/29 16:00:00+00,0.700000,37.700000,1.800000,34.600000,54.500000,74.600000,0.300000,0,91.400000,40.600000,32.300000,,15.700000,42.600000,0.800000,3.800000,1.400000,1.300000,0.600000,2,1.500000,0.500000,8.600000,0,1.900000,,0.200000,0.900000,0.100000,2.100000,0.100000,0,0.500000,1.200000,9.300000,0.700000,2.100000,0.300000,72.200000,1,3596
2020/05/29 17:00:00+00,0.600000,35.400000,2.900000,25.800000,43,64.800000,0,0,96.700000,38.300000,32.100000,,13,47.500000,1.400000,4.500000,1.200000,1,1.200000,1.400000,1.100000,0.500000,5.300000,0.100000,2.200000,,0.200000,1.400000,0,1.700000,0,0,0.500000,2,14.300000,0.700000,0.900000,0.100000,34.100000,1.400000,3597
2020/05/29 18:00:00+00,0.600000,40.300000,2.500000,23.400000,36.200000,69.500000,0,0,93.500000,41,30.500000,,10.900000,53,0.500000,4.100000,0.700000,1.100000,0.400000,1.800000,1.400000,0.600000,6.300000,0,0.900000,,0.200000,0.800000,0,1.600000,0.100000,0,0.400000,1.700000,11.100000,0.800000,0.500000,0,30.500000,0.800000,3598
2020/05/29 19:00:00+00,0.400000,61.200000,0.800000,15.500000,31.800000,59.900000,0,0,94.600000,34.900000,32.500000,,12.400000,33.900000,0.500000,1.900000,0.800000,1.200000,0.500000,1.200000,0.900000,0.300000,4.100000,0,0.700000,,0.100000,0.900000,0,0.300000,0.100000,0,0,1.500000,8.800000,0.900000,0.200000,0,24.900000,0.800000,3599
2020/05/29 20:00:00+00,0.400000,28.200000,0.600000,16,31.300000,48.500000,0,0,74.200000,30.900000,31.400000,,8.300000,20.600000,0.400000,1.600000,0.800000,0.200000,0.400000,0.700000,0.800000,0.200000,6.300000,0,0.600000,,0,0.700000,0,0,0.100000,0,0,1.400000,6.200000,0.200000,0.300000,0,30.700000,0.100000,3600
2020/05/29 21:00:00+00,0.100000,27,2.400000,16.800000,43.800000,56.400000,0,0,53.100000,24.700000,24,,16.700000,19.200000,0.400000,1.300000,0.600000,0,0.400000,0.600000,0.900000,0.200000,0.700000,0,1,,0.100000,0.700000,0,0,0,0,0,0.900000,4.200000,0.100000,0.300000,0,38.800000,0.300000,3601
2020/05/29 22:00:00+00,0.100000,20.700000,9.300000,16,51.700000,56.400000,0,0,72.900000,36.900000,32.500000,,24.200000,22.800000,7.200000,0.700000,0.800000,1.800000,0.500000,2.900000,1.600000,0.300000,5.400000,0,0.200000,,0.100000,0.500000,0,0.400000,0,0,0,0.900000,20.100000,0.200000,0.100000,0,23,0.700000,3602
2020/05/29 23:00:00+00,0.200000,18.600000,24.900000,15.200000,79.500000,42.600000,0,0.100000,126.300000,51.600000,60.900000,,31.100000,25.700000,1.800000,1.100000,0.600000,0,0.700000,3.600000,1,0.400000,1.200000,0,0.200000,,0.100000,0.600000,0,0.600000,0.100000,0,0.500000,1,3.800000,0.100000,0,0.100000,14,0.500000,3603
2020/05/30 00:00:00+00,0.100000,9.500000,5.800000,11.400000,60.100000,49,0,0.100000,136,26.700000,32.100000,,21,14,0.900000,0.800000,0.600000,0.100000,1.200000,0.800000,1.500000,0.600000,1.100000,0,0.400000,,0.300000,1,0,0.100000,0,0,0,1.200000,4.500000,0.300000,0.300000,0.500000,15.400000,1,3604
2020/05/30 01:00:00+00,0.300000,21.300000,3.300000,7.500000,52.400000,40.500000,0,0,89,21.300000,26.100000,,11,12.300000,1.200000,0.300000,0.800000,7.400000,1.200000,0.100000,0.800000,0.100000,0.300000,0,0.200000,,0.200000,0.400000,0.100000,0.800000,0.100000,0,0,1,3.200000,0.200000,0,0,12.200000,1.500000,3605
2020/05/30 02:00:00+00,0.200000,7.500000,3.200000,4.100000,63.300000,26.100000,0,0,72,15.100000,26.100000,,15.700000,15.100000,0.900000,0.500000,0.600000,1.500000,1.100000,0.100000,0.800000,0.100000,0.300000,0,0.400000,,0.200000,0.300000,0,0.200000,0.200000,0,0,1.300000,2.800000,0.300000,0,0,12.500000,1,3606
2020/05/30 03:00:00+00,0.300000,5.600000,0.800000,3.200000,80.600000,40.100000,0.400000,0,115.700000,21.400000,18.700000,,8.800000,8,0.700000,0.200000,0.700000,0.400000,0.400000,0.200000,0.800000,0.100000,0.100000,0.100000,0.400000,,0.200000,0.200000,0,0.200000,0,0,0,1.100000,0.900000,0.300000,0,0,4,0.500000,3607
2020/05/30 04:00:00+00,0.300000,12,1.300000,3.100000,103.300000,51.800000,17.800000,0,141.200000,25.500000,24.700000,,3.300000,8,1.100000,0.200000,0.700000,0.500000,0.800000,0.300000,1.400000,0.100000,0.700000,0,0.600000,,0.100000,0.600000,0,0,0.300000,0,0,1.300000,0.100000,0.100000,0,0,6.800000,0.400000,3608
2020/05/30 05:00:00+00,0.800000,41.300000,2.500000,6.200000,150.900000,45,15.100000,0,183.500000,33.800000,57.700000,,5.800000,18.800000,1.800000,0.600000,0.500000,0.100000,1,0.500000,1.300000,0.400000,1.700000,0.100000,1.200000,,0.200000,0.700000,0.100000,4.200000,0.200000,0,0.700000,1.500000,1.700000,0.900000,0.300000,0,5.200000,1.600000,3609
2020/05/30 06:00:00+00,2.400000,20.100000,3,18.300000,126.800000,64,11.100000,1.600000,124.100000,46.500000,44.500000,,8.700000,30.900000,1.500000,3.700000,1.200000,1.500000,1.700000,2.300000,2.200000,1,2.300000,0.700000,1.200000,,0.700000,2,2.200000,3.900000,0.400000,0.400000,2.100000,4.500000,3.800000,1.400000,2.500000,0.900000,22,2.300000,3610
2020/05/30 07:00:00+00,4.600000,46.500000,3,17.800000,59.300000,53.300000,1.300000,2.500000,120.800000,38.400000,39.400000,,11.600000,45,2.200000,3.800000,2.500000,4.400000,2.200000,2.900000,,1.400000,3,0.700000,1.100000,,2.200000,2.400000,1.800000,5.200000,0.400000,0.700000,2.700000,2.800000,8.800000,2.200000,1.200000,1.700000,34.600000,5.400000,3611
2020/05/30 08:00:00+00,2.800000,49.800000,2,16.700000,41.300000,56.800000,1.500000,0.400000,106.500000,38.200000,44.600000,,9.700000,30.700000,1.900000,4,3.300000,2.600000,1.100000,3.700000,2,1.100000,5,0.700000,2,,1.800000,2,1.700000,2.700000,0.600000,0.800000,2.600000,1.800000,13,2.700000,1.400000,1.600000,17.200000,3.300000,3612
2020/05/30 09:00:00+00,1.400000,47.300000,2.300000,17.900000,57.300000,52,0.600000,0,82.500000,44.800000,58.100000,,9.500000,30,1.800000,4.400000,1.900000,1.500000,1,2.800000,1.400000,0.900000,4.100000,0.300000,1.400000,,0.800000,1.800000,1.500000,2.300000,0.300000,0.400000,1.400000,1.800000,10.700000,2.300000,0.800000,0.300000,33.100000,2,3613
2020/05/30 10:00:00+00,0.800000,43.400000,1.400000,14.700000,59.200000,47.900000,0.400000,0,83.800000,37.100000,35.900000,,10,23.200000,1.400000,3.100000,1.100000,1.700000,1,1.600000,1,0.400000,5.300000,0.400000,1.100000,,0.300000,1.400000,0.700000,0.900000,0.100000,0,0.700000,1.700000,5.200000,1.300000,1,0,19.400000,1.300000,3614
2020/05/30 11:00:00+00,0.700000,24.600000,1.100000,16.900000,37.600000,45.100000,0.200000,0,73.700000,33.400000,29.800000,,7.400000,22.100000,0.600000,2.900000,0.900000,2.200000,0.500000,1.900000,0.900000,0.400000,3.600000,0.200000,1.900000,,0.200000,1,0,0.900000,0.200000,0,0.700000,2.400000,10.600000,2.100000,0.700000,0.100000,18.400000,1.100000,3615
2020/05/30 12:00:00+00,0.600000,18.600000,0.600000,22.600000,39.300000,41.200000,0.500000,0,77.500000,38.900000,42,,8.800000,30.900000,0.600000,1.700000,1.100000,1,0.300000,1.300000,0.400000,0.300000,7.400000,0.300000,1.300000,,0.200000,1.100000,0,0.900000,0.100000,0,0.200000,1.800000,6.400000,0.800000,0.200000,0.100000,21.200000,1.400000,3616
2020/05/30 13:00:00+00,0.700000,25.600000,1,35.500000,36.600000,52.200000,0.100000,0,66,36.700000,52.800000,,8.300000,31.400000,0.600000,2,0.900000,2.800000,0.500000,1,0.600000,0.400000,4.100000,0.200000,0.600000,,0.200000,0.800000,0,1.100000,0.100000,0,0.100000,1.400000,7.200000,0.800000,0.700000,0.100000,34.300000,0.900000,3617
2020/05/30 14:00:00+00,0.500000,26,1,17.300000,45.900000,51.300000,0,0,91.400000,36.300000,41.500000,,12.100000,32.100000,0.600000,2.900000,1.200000,1.200000,0.500000,1.600000,1,0.300000,3.100000,0.100000,0.900000,,0.200000,0.600000,0,1.700000,0.400000,0,0.600000,1.900000,6.500000,0.500000,0.600000,0.200000,26.600000,0.800000,3618
2020/05/30 15:00:00+00,0.800000,28.600000,0.600000,20.400000,58.900000,53.300000,0.500000,0,85.400000,44.800000,40.200000,,9.800000,33.500000,0.600000,2.700000,1.100000,1.500000,0.300000,1.700000,0.900000,0.400000,5.100000,0,0.600000,,0.100000,0.800000,0,1.400000,0.200000,0,0.300000,2.200000,9.200000,1.900000,0.400000,0.100000,35.600000,1.100000,3619
2020/05/30 16:00:00+00,0.700000,43.600000,4.200000,24.600000,49.600000,51.500000,0,0,84.500000,32.800000,28.300000,,9.200000,27.800000,0.600000,3.600000,1.200000,0.400000,0.300000,1.400000,1,0.400000,5.700000,0,0.700000,,0.200000,1.200000,0.100000,1,0,0,0.300000,1.600000,11.800000,0.800000,0.500000,0.400000,28.400000,1,3620
2020/05/30 17:00:00+00,0.700000,19.100000,2.800000,21.900000,53.300000,51.800000,0,0,82.700000,35,51.100000,,15,23.100000,0.800000,3.100000,1.100000,3.500000,0.700000,1.400000,1,0.400000,5.300000,0,0.500000,,0.100000,0.900000,0,1,0.200000,0,0,1.800000,11.900000,0.600000,0.600000,0.300000,22.500000,1,3621
2020/05/30 18:00:00+00,0.400000,20.300000,0.800000,18.400000,38.900000,44.900000,0.200000,0,77.500000,36,41.800000,,11.700000,20.600000,0.600000,4,0.700000,0.500000,0.700000,1.400000,0.900000,0.500000,7.500000,0,0.600000,,0.100000,1.100000,0,0.400000,0.200000,0,0,1.600000,14.200000,0.800000,0,0,38.400000,0.500000,3622
2020/05/30 19:00:00+00,0.300000,41.700000,0.400000,22.200000,39.400000,36.800000,0,0,74,36.200000,40.600000,,14.600000,22.700000,1.500000,2.100000,0.700000,2,0.600000,0.800000,1.900000,0.200000,2.900000,0,0.600000,,0.100000,1.300000,0,0,0,0,0,2,8.200000,0.300000,0,0,36.800000,0.700000,3623
2020/05/30 20:00:00+00,0.200000,38.500000,1.100000,13.800000,41.200000,38.800000,0,0,73.600000,30.400000,28.700000,,7.800000,17.400000,0.400000,2.400000,0.700000,0.100000,0.200000,0.500000,1,0,3.100000,0,0.500000,,0,0.400000,0,0,0.200000,0,0,1.100000,5.100000,0.300000,0.300000,0,27.300000,0.700000,3624
2020/05/30 21:00:00+00,0.100000,13.500000,2.800000,13.700000,41.900000,54.300000,0,0,46.900000,35,35,,13.600000,28.600000,0.400000,2.400000,0.800000,0.300000,0.300000,0.700000,0.600000,0.100000,3,0,,,0.100000,0.500000,0,0,0.100000,0,0,1.300000,2.900000,0,0.200000,0,32.500000,0.100000,3625
2020/05/30 22:00:00+00,0.100000,10.500000,4,18.500000,40.300000,64.800000,0,0,47.400000,35.900000,40.200000,,9.400000,27.300000,0.800000,1.900000,0.700000,1.200000,0.600000,0.500000,1.100000,0.100000,0.200000,0,0.400000,,0.100000,0.300000,0,0,0,0,0,0.900000,3.900000,0.100000,0,0,47.600000,0.500000,3626
2020/05/30 23:00:00+00,0.200000,22,3,15.100000,35.600000,70.700000,0,0,38.600000,44.300000,25.400000,,21.300000,27,0.600000,1.400000,0.300000,0,0.500000,0.400000,1.100000,0.300000,1.200000,0,1,,0.200000,0.100000,0,0.900000,0,0,0.100000,1.500000,3.800000,0.200000,0,0,25.900000,0.300000,3627
2020/05/31 00:00:00+00,0.300000,12,1.100000,11.900000,23.300000,43.800000,0,0,28.200000,32.100000,32.500000,,7.900000,22.200000,0.400000,1,0.700000,0.400000,0.400000,0.700000,3.500000,0.500000,0.300000,0,0.300000,,0.100000,0.200000,0,1.300000,0,0,0.500000,1.500000,2.600000,0.500000,0,0,21.100000,0.500000,3628
2020/05/31 01:00:00+00,0.200000,7.200000,0.300000,7.800000,15.800000,14.300000,0,0,29.200000,19.400000,28.300000,,4.900000,10.400000,0.600000,0.700000,0.600000,0,0.300000,0.100000,2.300000,0.100000,1.700000,0,0.500000,,0.200000,0.300000,0,0.500000,0.100000,0,0,1.200000,2.300000,0.100000,0,0,21.200000,0,3629
2020/05/31 02:00:00+00,,3.900000,0.200000,3.600000,12.300000,9.100000,0,0,24.600000,14,28.300000,,3.700000,7.200000,0.400000,0.400000,0.400000,0.200000,0.500000,0.100000,1,0.100000,0.700000,0,0.800000,,0.100000,0.200000,0,0,0.200000,0,0,1.400000,0.600000,0,0,0,18,0.600000,3630
2020/05/31 03:00:00+00,0,4.400000,0.200000,2.600000,11.200000,8.100000,0,0,26.700000,19,12.300000,,8.700000,5.700000,0.400000,0,0.800000,0,0.600000,0.200000,1.300000,0.100000,1.300000,0,0.500000,,0.100000,0.400000,0,0,0.100000,0,0,1.400000,1.300000,0.100000,0.100000,0,13.900000,0.400000,3631
2020/05/31 04:00:00+00,0.200000,4.800000,0,3.100000,18.900000,14.200000,0,0,26,18.300000,18.700000,,4.700000,5.300000,0.400000,0.100000,0.700000,0,1,0,0.800000,0.100000,1.400000,0,0.500000,,0.100000,0.400000,0,0,0,0,0,0.900000,0.900000,0.100000,0.100000,0,11.600000,0.400000,3632
2020/05/31 05:00:00+00,0.100000,3.900000,0,1.600000,17.800000,12.700000,0,0,29.800000,17.700000,15.200000,,0.200000,7.500000,0.400000,0.600000,0.700000,0,0.600000,0.200000,0.700000,0.100000,1,0,0.800000,,0.100000,0.200000,0,0,0,0,0,1.100000,0.100000,0.100000,0,0,20.300000,0.300000,3633
2020/05/31 06:00:00+00,0.200000,7.100000,0.400000,3.500000,19.100000,12.200000,0,0,19.700000,17.400000,37.200000,,2.300000,6.600000,0.700000,2,0.900000,2.300000,0.600000,1.100000,1,0.200000,0.800000,0.200000,0.700000,,0.200000,0.900000,0.100000,0,0.300000,0,0.900000,1.300000,1.600000,0.200000,0,0,17.900000,1,3634
2020/05/31 07:00:00+00,0.400000,18,0.900000,7.900000,16.700000,16.700000,0.200000,0,25.700000,19,22.600000,,3.500000,7.100000,0.700000,2.700000,1.300000,0.500000,1.300000,1.100000,1.600000,0.400000,2.100000,0,0.700000,,0.400000,1.100000,0.700000,0.100000,0.900000,0,0.900000,1.300000,2.200000,0.600000,0,0.100000,8.500000,2.100000,3635
2020/05/31 08:00:00+00,0.800000,11.500000,0.500000,8.700000,20.700000,14.400000,0.100000,0,42.600000,20.500000,27.200000,,5.200000,8.900000,0.700000,2.400000,1.200000,0.900000,1.400000,1.600000,0.900000,0.500000,1.900000,0,0.800000,,0.400000,0.800000,0.600000,0.300000,0.400000,0.100000,0.600000,1.500000,5.300000,0.400000,0.400000,0,18.400000,1.500000,3636
2020/05/31 09:00:00+00,0.900000,15.800000,0.700000,9.800000,30.900000,17.200000,0,0,43.300000,22.100000,24.700000,,5.400000,17.500000,0.900000,2.400000,1.300000,0.200000,1.400000,1.200000,0.700000,0.400000,3.900000,0.300000,1.100000,,0.400000,1.100000,0.100000,0.300000,0.200000,0,0.700000,1.600000,4.200000,1.300000,0.600000,0,13.500000,0.900000,3637
2020/05/31 10:00:00+00,0.600000,14.800000,1,6.600000,28.600000,29.800000,0,0,63.600000,32.300000,23.800000,,4.100000,17,0.900000,2.500000,0.900000,0.300000,0.300000,1,0.700000,0.400000,3,0.100000,1,,0.300000,0.900000,0.100000,0.500000,0.200000,0,0,1.400000,3.300000,0.600000,0.300000,0,16.600000,1,3638
2020/05/31 11:00:00+00,0.400000,13.400000,2.200000,10.400000,21.200000,44.200000,0,0,72.900000,36,22.400000,,15,16.500000,0.700000,2.800000,0.800000,0.400000,0.800000,1.700000,0.900000,0.400000,3,0.200000,0.700000,,0.100000,0.800000,0,0.600000,0,0,0.600000,1.300000,6.600000,0.400000,0.100000,0,20.800000,1.300000,3639
2020/05/31 12:00:00+00,0.500000,23.600000,1.200000,9.600000,26.700000,39,0,0,68.800000,28.300000,24.500000,,9.700000,18.400000,0.900000,3,0.800000,0.200000,0.700000,1.600000,1,0.200000,2.600000,0.300000,0.800000,,0.100000,0.900000,0,0.200000,0.100000,0,0.700000,1.700000,6.500000,0.500000,0.600000,0,35.100000,0.300000,3640
2020/05/31 13:00:00+00,0.600000,15.500000,1.100000,9.100000,24.700000,36,0.100000,0,72.100000,27.500000,18.400000,,3.800000,17.200000,1.500000,2.200000,1.100000,0.400000,0.500000,1.400000,1,0.200000,2.200000,0.100000,0.500000,,0.200000,1.100000,0.200000,0.600000,0.400000,0,0,1.700000,4,1,0.400000,0,19.500000,0.800000,3641
2020/05/31 14:00:00+00,0.300000,9.100000,1.100000,9.400000,23.800000,33.900000,0.600000,0,73.500000,40.900000,21.700000,,5.600000,17.200000,0.700000,3,1,1.700000,0.300000,0.900000,0.700000,0.300000,3.900000,0,0.400000,,0.200000,1.400000,0,1,0.100000,0,0.400000,1.200000,5.100000,0.400000,0.100000,0.300000,23.500000,1.100000,3642
